doc_id,place_name,text,rating,date,char_len,word_count,text_v2
Ci9DQUlRQUNvZENodHljRjlvT2tsbmQzbEpSRWhpYm1KRmJWbDFOWGRUWWxCZldWRRAB,Хінкальня на Кривій Липі,Дуже смачні хінкалі полуниця з маскарпоне. Дякую 😘😘,5,2026-02-05T16:58:59,51,8,дуже смачні хінкалі полуниця з маскарпоне дякую
Ci9DQUlRQUNvZENodHljRjlvT2xCVVVXZGFlalZoVlRWRE1qZzFhVk4xUlhBMGRrRRAB,Хінкальня на Кривій Липі,"Завжди залишатися на висоті дуже важка задача, але ви з нею справляєтесь!",5,2026-02-05T10:27:43,73,12,завжди залишатися на висоті дуже важка задача але ви з нею справляєтесь
Ci9DQUlRQUNvZENodHljRjlvT2tOV01UTmhVbXBYTVVwNWRGZEtUWFpaYVRaeFpVRRAB,Хінкальня на Кривій Липі,робив самовивіз,5,2026-01-25T12:24:20,15,2,робив самовивіз
Ci9DQUlRQUNvZENodHljRjlvT21wd05qZE1hazlJYm5KQ2QyOHpXVXRqYkdSRGRFRRAB,Хінкальня на Кривій Липі,"Чудовий заклад, дуже сподобалась ваша кухня, а персонал на 5 з +!!!",5,2026-01-21T06:07:16,67,12,чудовий заклад дуже сподобалась ваша кухня а персонал на 5 з
Ci9DQUlRQUNvZENodHljRjlvT2tSSFdqVktXVE16T0daWGQxcDFXVEZQTjNWRU1sRRAB,Avocado Organic Food,"Дуже гарний заклад. В неділю ді-джей крутив музику, можна потанцювати. Гарні ціни, гарна подача і дуже смачна їжа. Наш столик на +- 30 людей обслуговував офіціант Віктор, який був один на таку кількість людей і дуже старався всім догодити☺️ Дайте Віктору премію❤️ 💁🏼‍♀️",5,2026-02-15T22:23:23,269,43,дуже гарний заклад в неділю ді джей крутив музику можна потанцювати гарні ціни гарна подача і дуже смачна їжа наш столик на 30 людей обслуговував офіціант віктор який був один на таку кількість людей і дуже старався всім догодити дайте віктору премію
Ci9DQUlRQUNvZENodHljRjlvT210aVkwNDFkV0pMU2xSMFpXdFJlR1JhYUVKb2MyYxAB,Avocado Organic Food,"Бронювала столик на перед на 6 осіб, коли прийшли цей стіл явно був не на 6 осіб, а на 4, тобто ми шестеро сиділи всі дуже впритул, в цей день було дуже багато бенкетів, я тоді не розумію чому мені не повідомили що місця немає, також в цей день не було світла, і з їжі теж не все могли приготувати, салати і закуски холодні, чому це ніхто не попереджає на перед, навіть якщо б ми знали це за год до того як мали прийти, то б пішли просто в інший заклад, стаканів на колу теж вони не мали, бо не було чистих, в гардеробі теж не було вільного місця, на бідну жіночку дехто сварився, хоть її вини не було, дуже дивно що ви не вмієте розрахувати скільки людей ви можете прийняти, враження залишилися не дуже.",1,2026-02-09T11:43:02,704,135,бронювала столик на перед на 6 осіб коли прийшли цей стіл явно був не на 6 осіб а на 4 тобто ми шестеро сиділи всі дуже впритул в цей день було дуже багато бенкетів я тоді не розумію чому мені не повідомили що місця немає також в цей день не було світла і з їжі теж не все могли приготувати салати і закуски холодні чому це ніхто не попереджає на перед навіть якщо б ми знали це за год до того як мали прийти то б пішли просто в інший заклад стаканів на колу теж вони не мали бо не було чистих в гардеробі теж не було вільного місця на бідну жіночку дехто сварився хоть її вини не було дуже дивно що ви не вмієте розрахувати скільки людей ви можете прийняти враження залишилися не дуже
Ci9DQUlRQUNvZENodHljRjlvT21aUU5UQTJYMlpTZEdaZmJYVXpja2RSWjA1Zk1sRRAB,Avocado Organic Food,Ви неймовірні,5,2026-02-07T19:52:24,13,2,ви неймовірні
Ci9DQUlRQUNvZENodHljRjlvT2tWTGVFZHdVME5NV1VaeVlYTkNNMHBUTWxGSmRsRRAB,Avocado Organic Food,"Враження жахливе. Попросила офіціантку прибрати зі страви інгредієнт від якого мені стає погано, але страву принесли з тим інгредієнтом 🤢 В приміщенні люди дозволяють собі палити і, виявляється, що там ще й можна замовити кальян і цей дим доведеться вдихати усім, бо окремого приміщення для паління там нема 🤡 Через всі ці запахи довелось покинути заклад так і не поївши нормально.",1,2026-02-06T19:54:20,381,61,враження жахливе попросила офіціантку прибрати зі страви інгредієнт від якого мені стає погано але страву принесли з тим інгредієнтом в приміщенні люди дозволяють собі палити і виявляється що там ще й можна замовити кальян і цей дим доведеться вдихати усім бо окремого приміщення для паління там нема через всі ці запахи довелось покинути заклад так і не поївши нормально
Ci9DQUlRQUNvZENodHljRjlvT2taeVVsZElNWFp5WTNGTVdrcFlWRWhhVW10Tk9IYxAB,Avocado Organic Food,"Святкували в Авокадо дн, сказати, що я в шоці це нічого не сказати!!! Все було смачне і офіціанти були хороші, привітні, а от порції реально дууууже маленькі. Особливо оселедець, сирне асорті, картоплю додатково замовляла, хліб то я вже мовчу, пару кусочків дали. М’ясна дошка за майже 2 тисячі теж не дуже, овочів мало, і одна була картоплина поділена на 4. Такі порції мали би розраховувати на одну особу, а не на 5(це за сирне, оселедець і картоплю я маю на увазі) І ще й кінцевому результаті за 1 фляшку горілки нам порахували 550 грн. а не 450 як домовлялися попередньо, сказали що ціни піднялись 🤨 але потім все таки порахували по 450. Думали знайомі в вас святкувати дн, але передумали, бо толком не вистарчило навіть всім все попробувати, бо порції малі дуже.",3,2026-02-05T09:36:35,767,132,святкували в авокадо дн сказати що я в шоці це нічого не сказати все було смачне і офіціанти були хороші привітні а от порції реально дууууже маленькі особливо оселедець сирне асорті картоплю додатково замовляла хліб то я вже мовчу пару кусочків дали м’ясна дошка за майже 2 тисячі теж не дуже овочів мало і одна була картоплина поділена на 4 такі порції мали би розраховувати на одну особу а не на 5 це за сирне оселедець і картоплю я маю на увазі і ще й кінцевому результаті за 1 фляшку горілки нам порахували 550 грн а не 450 як домовлялися попередньо сказали що ціни піднялись але потім все таки порахували по 450 думали знайомі в вас святкувати дн але передумали бо толком не вистарчило навіть всім все попробувати бо порції малі дуже
Ci9DQUlRQUNvZENodHljRjlvT25oQk9IWmZZbmxxZFVsME1WUkNPR3huT0RNNWRuYxAB,Avocado Organic Food,"Хочу, щоб мій відгук прочитала адміністрація закладу. Сьогодні зайшли в заклад, щоб прицінитись, так як планую святкування День народження, то хотіла спробувати кухню. Прийшли ми з сестрою перед 16:00, зробили замовлення 16:05, два цезарі та напої(кава). У офіціанта одразу уточнила-скільки чекати на салат, повідомив, що 10хв(це було важливо, бо я була обмежена в часі). Спочатку принесли флет вайт та капучино, до якого додавались стіки цукру, але без ложки чи трубочки, хоча б, щоб його розмішувати. Сестрі принесли цезар, до 10хв, без приборів, проте донесли одразу. Я запитала, коли буде мій салат-відповідь, ще роблять. О 16:25 мого салату так і не було-на запитання чому мій цезар ще готується, а інший принесли вчасно-відповідь, що перший був в приоритеті. Я відмовилась від очікування, так як була обмежена в часі. На що офіціант навіть не перепросив, що так довго. Висновок-чи вартує мені святкувати День народження в закладі, де таке обслуговування? Якщо буде потрібно, можу надати фото чеку для підтвердження",1,2026-02-04T18:57:47,1020,155,хочу щоб мій відгук прочитала адміністрація закладу сьогодні зайшли в заклад щоб прицінитись так як планую святкування день народження то хотіла спробувати кухню прийшли ми з сестрою перед 16 00 зробили замовлення 16 05 два цезарі та напої кава у офіціанта одразу уточнила скільки чекати на салат повідомив що 10 хв це було важливо бо я була обмежена в часі спочатку принесли флет вайт та капучино до якого додавались стіки цукру але без ложки чи трубочки хоча б щоб його розмішувати сестрі принесли цезар до 10 хв без приборів проте донесли одразу я запитала коли буде мій салат відповідь ще роблять о 16 25 мого салату так і не було на запитання чому мій цезар ще готується а інший принесли вчасно відповідь що перший був в приоритеті я відмовилась від очікування так як була обмежена в часі на що офіціант навіть не перепросив що так довго висновок чи вартує мені святкувати день народження в закладі де таке обслуговування якщо буде потрібно можу надати фото чеку для підтвердження
Ci9DQUlRQUNvZENodHljRjlvT2pSclowNWFhMWRUYUhBMk9XVnJNR0pIZGtOTE1FRRAB,Avocado Organic Food,"Ніколи не писала подібних відгуків але була в ступорі коли при проханні скористалися вбиральнею почула що я маю заплатити 55 грн , я пояснила охоронцеві що я в положені та нажаль дуже потребую скористатися адже в торговому центрі «Океан» її взагалі немає Дуже засмучує таке ставлення до людей (((((",1,2026-02-01T07:46:09,298,49,ніколи не писала подібних відгуків але була в ступорі коли при проханні скористалися вбиральнею почула що я маю заплатити 55 грн я пояснила охоронцеві що я в положені та нажаль дуже потребую скористатися адже в торговому центрі океан її взагалі немає дуже засмучує таке ставлення до людей
Ci9DQUlRQUNvZENodHljRjlvT2w5RGRVZE9jbk5hU1dkVFQySjNVRFExT1RoT01XYxAB,Avocado Organic Food,Офіціантка Євгенія просто найкраща - бездоганне обслуговування і просто приємна людина,5,2026-01-31T20:59:03,86,11,офіціантка євгенія просто найкраща бездоганне обслуговування і просто приємна людина
Ci9DQUlRQUNvZENodHljRjlvT21Wd2VGb3lVbUZSY1hscVZsTnlSRFF4VFcxSmFsRRAB,Avocado Organic Food,"Відпочивали з подругою у суботу.Чесно очікування офіціанта понад 30- ти хвилин.Кнопка або не працює,або всі дружньо мають запару і не встигають.Принесли виделки до шашлику,а ножа ні,видно що закінчились,то офіціант пішла забрала з фуршету банкету.Кальянщик мало того,що зробив не той кальян,так ще й не підходив міняти вугілля,кликали усіх,всі просто ігнорують.Рахунок несуть 15 хв,чесно ми могли просто встати і піти.",1,2026-01-25T10:59:05,418,58,відпочивали з подругою у суботу чесно очікування офіціанта понад 30 ти хвилин кнопка або не працює або всі дружньо мають запару і не встигають принесли виделки до шашлику а ножа ні видно що закінчились то офіціант пішла забрала з фуршету банкету кальянщик мало того що зробив не той кальян так ще й не підходив міняти вугілля кликали усіх всі просто ігнорують рахунок несуть 15 хв чесно ми могли просто встати і піти
Ci9DQUlRQUNvZENodHljRjlvT2xZMFVXZFpMVmhsWmxGUFZsQk1OVEpvYTFwcGVXYxAB,Avocado Organic Food,"Жахливий кальян, замовила без свіжості і принесли з свіжістю🫠 переробили, тепер сиджу і чекаю 15 хвилин на зміну вугілля, працівник проігнорував моє повзання замінити, сказав 2 хв і пішов до інших столиків. 🙄",1,2026-01-24T19:07:50,208,33,жахливий кальян замовила без свіжості і принесли з свіжістю переробили тепер сиджу і чекаю 15 хвилин на зміну вугілля працівник проігнорував моє повзання замінити сказав 2 хв і пішов до інших столиків
Ci9DQUlRQUNvZENodHljRjlvT2psa1ZsVjZNMkZ1TWxJMlYwMHliM0J0VEZKV2VsRRAB,Avocado Organic Food,"просторий заклад з приємною атмосферою, смачно і зручний сервіс",5,2026-01-20T15:34:35,63,9,просторий заклад з приємною атмосферою смачно і зручний сервіс
Ci9DQUlRQUNvZENodHljRjlvT25OM2F6RlNVRXBRUVRSUFEyeHdOM0pCVmtNNFpuYxAB,Avocado Organic Food,"Не рекомендую, жахливий сервіс. Відмовилися до 16.00 приготувати обід",1,2026-01-12T13:47:30,69,9,не рекомендую жахливий сервіс відмовилися до приготувати обід
Ci9DQUlRQUNvZENodHljRjlvT25wU1NXWTNaUzFYV2t3d09IQlBUV0UzYTBsc2RuYxAB,Avocado Organic Food,"Гарний заклад і смачна їжа , але обслуговування на низькому рівні . Чекати офіціантів по 40 хв , бо елементарно немає персоналу на таку велику кількість відвідувачів . Дуже довго несли напої , нам постійно доводилось тверезіти в перерві між замовленнями 😁",3,2026-01-07T11:33:27,255,42,гарний заклад і смачна їжа але обслуговування на низькому рівні чекати офіціантів по 40 хв бо елементарно немає персоналу на таку велику кількість відвідувачів дуже довго несли напої нам постійно доводилось тверезіти в перерві між замовленнями
Ci9DQUlRQUNvZENodHljRjlvT25jM2IxcHFOazluYlhKM1owaGtWbkpMUTFoRWMwRRAB,Avocado Organic Food,Все супер 😋 смачно. Дякую,5,2026-01-04T14:41:35,25,5,все супер смачно дякую
Ci9DQUlRQUNvZENodHljRjlvT2tjNFh6WnJjemxVYW5oUWNHZzVRWHBYVUU1UVpWRRAB,Avocado Organic Food,"Були в суботу ввечері. Коли прийшли ще було затишно і тихо. За якийсь час почалась жива музика (про яку нас не попередили при вході). Хлопчина непогано співав, але звук з колонок був надто гучний, неможливо почути свої думки, не те, що співрозмовника. З нами був ветеран, у якого травма барабанних перетинок і ми двічі просили знизити трішки звук. Після першого прохання зробили ще гучніше, після другого відповіли, що не можуть робити тихіше, бо звук контролює співак. Для контексту - закритий простір і надпотужні колонки, які годяться на стадіон. За 15хв у нас розболілася вуха, ми не дочекались решти замовлення і пішли. Майте це на увазі перед тим як йти в цей заклад. На жаль, не змогла оцінити їжу чи атмосферу без музики, тому за це нічого сказати не можу. Жива музика робить фізично боляче.",2,2026-01-03T18:02:58,799,134,були в суботу ввечері коли прийшли ще було затишно і тихо за якийсь час почалась жива музика про яку нас не попередили при вході хлопчина непогано співав але звук з колонок був надто гучний неможливо почути свої думки не те що співрозмовника з нами був ветеран у якого травма барабанних перетинок і ми двічі просили знизити трішки звук після першого прохання зробили ще гучніше після другого відповіли що не можуть робити тихіше бо звук контролює співак для контексту закритий простір і надпотужні колонки які годяться на стадіон за 15 хв у нас розболілася вуха ми не дочекались решти замовлення і пішли майте це на увазі перед тим як йти в цей заклад на жаль не змогла оцінити їжу чи атмосферу без музики тому за це нічого сказати не можу жива музика робить фізично боляче
Ci9DQUlRQUNvZENodHljRjlvT21oaVgyOUVla2RETXpGcVZERlpZbXhJYVVZMlRVRRAB,Avocado Organic Food,"Зайшли в ресторан, «дуже привітно» зустрів дідусь хостес (мабуть), повідомив що тут взагалі-то ресторан. Рівень обслуговування, прийшли, розвернулись з зіпсованим настроєм і пішли.",1,2026-01-03T08:20:59,180,23,зайшли в ресторан дуже привітно зустрів дідусь хостес мабуть повідомив що тут взагалі то ресторан рівень обслуговування прийшли розвернулись з зіпсованим настроєм і пішли
Ci9DQUlRQUNvZENodHljRjlvT2s1elpVZEtkRE5EZW1jdFFVczVjVUUzTlRGcU5HYxAB,Валентино (Valentino restaurant),"“Спробував Рояль Манго Коетель — це просто бомба! Смак неймовірно поєднує класичну нотку рояля і солодку тропічну свіжість манго. Кожен ковток ніби переносить у літо, при цьому відчувається елегантність і якість. Раджу всім, хто любить щось незвичне та яскраве!”",5,2026-02-23T15:19:50,262,39,спробував рояль манго коетель це просто бомба смак неймовірно поєднує класичну нотку рояля і солодку тропічну свіжість манго кожен ковток ніби переносить у літо при цьому відчувається елегантність і якість раджу всім хто любить щось незвичне та яскраве
Ci9DQUlRQUNvZENodHljRjlvT21aWVMxcG1VbU5sTmtWNVZqZGhWVzB4V25sb1MzYxAB,Валентино (Valentino restaurant),"Був іменинником — все зробили просто класно! Десерти дуже смачні, шоколад насичений і ніжний. Атмосфера затишна та приємна, а персонал ввічливий і уважний, врахували всі побажання і зробили свято особливим. Дуже приємні враження, обов’язково повернуся ще раз.",5,2026-02-23T15:10:39,259,37,був іменинником все зробили просто класно десерти дуже смачні шоколад насичений і ніжний атмосфера затишна та приємна а персонал ввічливий і уважний врахували всі побажання і зробили свято особливим дуже приємні враження обов’язково повернуся ще раз
Ci9DQUlRQUNvZENodHljRjlvT2pKbFMxRkNUSGR6UWtwVWRYTlZRVEZEYTJsUE5FRRAB,Валентино (Valentino restaurant),"Замовляв десерт — дуже смачно, шоколад просто неймовірний, насичений і ніжний. По вихідних грає приємна музика, яка створює затишну атмосферу, але не заважає спілкуванню. Персонал ввічливий та уважний, завжди готовий допомогти. Враження залишилися дуже позитивні, хочеться повертатися ще.",5,2026-02-23T15:03:23,288,38,замовляв десерт дуже смачно шоколад просто неймовірний насичений і ніжний по вихідних грає приємна музика яка створює затишну атмосферу але не заважає спілкуванню персонал ввічливий та уважний завжди готовий допомогти враження залишилися дуже позитивні хочеться повертатися ще
Ci9DQUlRQUNvZENodHljRjlvT2pnd1h6ZEdWazlrUzNwU1VrZFVWbkZzWjAxQlIzYxAB,Валентино (Valentino restaurant),"Замовляв десерт «Наполеон» — просто неймовірно смачно. Шари тонкі й ніжні, крем легкий та солодкий у міру, не приторний. Всі інгредієнти свіжі, тісто хрустке, а поєднання з кремом створює ідеальний баланс смаків. Подача акуратна та апетитна. Десерт залишив дуже приємне враження, обов’язково замовлю ще раз.",5,2026-02-22T18:26:08,307,45,замовляв десерт наполеон просто неймовірно смачно шари тонкі й ніжні крем легкий та солодкий у міру не приторний всі інгредієнти свіжі тісто хрустке а поєднання з кремом створює ідеальний баланс смаків подача акуратна та апетитна десерт залишив дуже приємне враження обов’язково замовлю ще раз
