doc_id,place_name,text,rating,date,char_len,word_count,text_v2
Ci9DQUlRQUNvZENodHljRjlvT205ell6RmZja1pRU1hwR05saElNMXBtWmxJelNsRRAB,Да Вінчі,"Чарівність та Професіоналізм: Наші Неймовірні Офіціантки! Хочу висловити щиру та величезну подяку усьому жіночому колективу офіціанток, які зробили мій візит (або: наші візити) до вашого закладу по-справжньому незабутнім! Ви — справжні зірки і серце цього місця! ✨ Що вразило найбільше: 1. Незрівнянна Уважність та Емпатія: • Дівчата не просто приймають замовлення, вони відчувають настрій гостей. Кожна офіціантка демонструє виняткову емпатію, завжди здатна дати слушну пораду щодо вибору страви чи напою, передбачаючи наші бажання ще до того, як ми їх висловили. • Вони майстерно створюють атмосферу, в якій почуваєшся бажаним гостем, а не просто клієнтом. 2. Блискуча Організованість та Ефективність: • Навіть під час великого напливу людей, їхня робота залишається бездоганною. Швидкість, з якою подаються страви, та увага до чистоти столу заслуговують на окрему похвалу. • Усі дівчата працюють як єдиний, злагоджений механізм, що говорить про високий рівень тренування та командний дух. Не було жодних затримок чи плутанини з нашим замовленням, що є показником вищого пілотажу. 3. Неперевершена Ввічливість та Чарівність: • Кожна офіціантка неймовірно привітна. Їхні щирі посмішки заряджають позитивом і додають світла навіть у похмурий день. Здається, вони завжди в гарному настрої і готові підтримати приємну розмову (якщо це доречно). • Вони володіють ідеальним почуттям такту, завжди знаючи, коли підійти до столу, а коли краще залишити гостей наодинці.",5,2025-12-05T20:38:02,1462,209,чарівність та професіоналізм наші неймовірні офіціантки хочу висловити щиру та величезну подяку усьому жіночому колективу офіціанток які зробили мій візит або наші візити до вашого закладу по справжньому незабутнім ви справжні зірки і серце цього місця що вразило найбільше 1 незрівнянна уважність та емпатія дівчата не просто приймають замовлення вони відчувають настрій гостей кожна офіціантка демонструє виняткову емпатію завжди здатна дати слушну пораду щодо вибору страви чи напою передбачаючи наші бажання ще до того як ми їх висловили вони майстерно створюють атмосферу в якій почуваєшся бажаним гостем а не просто клієнтом 2 блискуча організованість та ефективність навіть під час великого напливу людей їхня робота залишається бездоганною швидкість з якою подаються страви та увага до чистоти столу заслуговують на окрему похвалу усі дівчата працюють як єдиний злагоджений механізм що говорить про високий рівень тренування та командний дух не було жодних затримок чи плутанини з нашим замовленням що є показником вищого пілотажу 3 неперевершена ввічливість та чарівність кожна офіціантка неймовірно привітна їхні щирі посмішки заряджають позитивом і додають світла навіть у похмурий день здається вони завжди в гарному настрої і готові підтримати приємну розмову якщо це доречно вони володіють ідеальним почуттям такту завжди знаючи коли підійти до столу а коли краще залишити гостей наодинці
Ci9DQUlRQUNvZENodHljRjlvT21kd05qQTJiVnBVU1hwWVdYWXlNVzlIYTFVME4wRRAB,Королівська пивоварня,Все дуже круто та смачно,5,2026-01-31T17:53:14,24,5,все дуже круто та смачно
ChZDSUhNMG9nS0VJQ0FnSUNMdTRiV0JBEAE,Кіото Доставка Суші Львів,Суші дуже смачні.Буду завжди замовляти такі смачні суші.,5,2024-06-23T12:37:20,56,8,суші дуже смачні буду завжди замовляти такі смачні суші
ChZDSUhNMG9nS0VJQ0FnSUNHbU9mV1lBEAE,Марсель,Отличный торговый центр,5,2021-10-19T13:50:18,23,3,отличный торговый центр
Ci9DQUlRQUNvZENodHljRjlvT2s5bVpqTTJObFZmT1VoSldrSkRWRzg0T0VaSFluYxAB,Єрусалим,"Дякую, Ви неймовірні!!! Це було не просто смачно — це був справжній гастрономічний екстаз! Кожна страва як окремий вид мистецтва. Повертатимуся сюди знову і знову за цією магією».",5,2026-02-13T04:20:37,179,28,дякую ви неймовірні це було не просто смачно це був справжній гастрономічний екстаз кожна страва як окремий вид мистецтва повертатимуся сюди знову і знову за цією магією
Ci9DQUlRQUNvZENodHljRjlvT2w5U2NGaHRjMUkzUWxGUldtaERSMDlGVW1sRmJrRRAB,Stumari,"Дуже сподобалось, відмінний персонал, смачна їжа",5,2025-09-16T11:47:54,48,6,дуже сподобалось відмінний персонал смачна їжа
ChZDSUhNMG9nS0VJQ0FnSUR4MHRqbU1nEAE,Кооператива молока. Кафе,Here is the best coffee in Lviv! I recommend trying Iris sweets - an incredibly tender and delicious dessert! Very attentive and polite staff. I will definitely come back to try your amazing coffee again👍,5,2023-06-05T07:16:14,204,35,here is the best coffee in lviv i recommend trying iris sweets an incredibly tender and delicious dessert very attentive and polite staff i will definitely come back to try your amazing coffee again
Ci9DQUlRQUNvZENodHljRjlvT2tKb2VrcDJlRFV4TkV0SE5rUndXa1J5UWtSQk1FRRAB,Гасова лямпа,"Людно ,крута атмосфера , офіціанти дуже швидко бігають ,привітні ,чекали чергу ,але було того варто ,наливки специфічні ,але можуть бути ,як на любителя 😅",5,2026-02-15T15:10:06,154,24,людно крута атмосфера офіціанти дуже швидко бігають привітні чекали чергу але було того варто наливки специфічні але можуть бути як на любителя
ChdDSUhNMG9nS0VLakhnOHZ1NnFUa3ZRRRAB,ТОЙ,Святкування краще тут не замовляти,1,2025-05-26T16:53:06,34,5,святкування краще тут не замовляти
Ci9DQUlRQUNvZENodHljRjlvT2psVExXZHpTMkZSVmxOa2RURm9ZbXA1YUZaVlVIYxAB,Frizzante,Обслуговування уважне та швидке.,5,2025-12-18T16:36:57,32,4,обслуговування уважне та швидке
Ci9DQUlRQUNvZENodHljRjlvT201RVVsTmpTR042VVRSclMyUkVaelIwUnpoUWIyYxAB,Chehovych Кав'ярня,"В цілому, все на вищому рівні - єдине що досить дорого. А так, я задоволена!🙏🏻❤️",4,2025-12-31T15:18:23,80,15,в цілому все на вищому рівні єдине що досить дорого а так я задоволена
ChZDSUhNMG9nS0VQdnRpcUtSZzltcWNREAE,La Cafe,A mi me gustó mucho la café y el servicio,5,2025-06-01T13:12:38,41,10,a mi me mucho la y el servicio
Ci9DQUlRQUNvZENodHljRjlvT205V2IyYzFaMEk0UlVaVlNHZHpiMGhZVUhCQ1NIYxAB,EMILY Brooklyn Pizza - Бруклінська піца Львів на Мазепи,Дуже смачні сирники,5,2026-02-11T15:03:51,19,3,дуже смачні сирники
Ci9DQUlRQUNvZENodHljRjlvT2tSQmRUZFNSVU16YUV0VFlVdHZXVTlEYW5aaFMzYxAB,Ресторан Мон шеф,Десерти – справжній рай для ласунів,4,2025-08-27T01:09:27,35,6,десерти справжній рай для ласунів
Ci9DQUlRQUNvZENodHljRjlvT210amJVZ3hNVzB4ZGtoWlVsRlRjVzlXTFRCM1QwRRAB,Tante Sophie Càfe Escargot,"Вчора вперше побувала у «Tante Sophie» і це був той випадок, коли атмосфера та кухня ідеально поєднуються. Заклад дуже затишний:тепле освітлення, приємна музика та інтер’єр. Страви це окрема насолода. Круасани неймовірно свіжі та хрусткі.Кава також на високому рівні, з насиченим смаком. Окремо хочеться подякувати Олегу. Він був неймовірно уважним, усе підказував, радив страви і створив дуже приємну атмосферу. Завдяки його сервісу вечеря стала ще кращою.",5,2025-12-06T14:13:55,457,65,вчора вперше побувала у tante sophie і це був той випадок коли атмосфера та кухня ідеально поєднуються заклад дуже затишний тепле освітлення приємна музика та інтер’єр страви це окрема насолода круасани неймовірно свіжі та хрусткі кава також на високому рівні з насиченим смаком окремо хочеться подякувати олегу він був неймовірно уважним усе підказував радив страви і створив дуже приємну атмосферу завдяки його сервісу вечеря стала ще кращою
ChZDSUhNMG9nS0VJQ0FnTUR3cWVTZmZREAE,MA,Dobra pizzu,5,2025-03-26T19:31:30,11,2,dobra pizzu
Ci9DQUlRQUNvZENodHljRjlvT21oellscHNVRTFPTjJoa1kyMHpabkp2V21sQlFVRRAB,Хінкальня на Кривій Липі,"Все було максимально смачно , швидко та якісно , рекомендую всім розливне вино з ожиною та гранатом , дуже хороший сервіс та хороші ціни",5,2026-02-16T14:17:47,136,24,все було максимально смачно швидко та якісно рекомендую всім розливне вино з ожиною та гранатом дуже хороший сервіс та хороші ціни
ChZDSUhNMG9nS0VJQ0FnSURIdHRxVldREAE,Цепелін,"Класний заклад. 07.09.2024 році в ресторані відзначали весілля дочки. Обслуговування на висоті, особливо дякую адміністратору Павлу який врахував наші побажання, надав рекомендації свої щодо меню та подачі певних страв. Солодке і алкоголь ми завезли за день до бенкету і все надійно зберігалося. Гарно оформили козацький стіл та Кенді бар. Окреме дякую офіціантам які обслуговувала бенкет! Дякую музикантам які виконали всі побажання молодят. Також хочу відзначити кухню з неймовірно смачними стравами (мангал на дошка - окреме задоволення). Гості також в захваті від кухні, все було дуже смачно. В майбутньому звернемося ще в ресторан на проведення хрестин.",5,2024-09-15T18:43:07,658,95,класний заклад році в ресторані відзначали весілля дочки обслуговування на висоті особливо дякую адміністратору павлу який врахував наші побажання надав рекомендації свої щодо меню та подачі певних страв солодке і алкоголь ми завезли за день до бенкету і все надійно зберігалося гарно оформили козацький стіл та кенді бар окреме дякую офіціантам які обслуговувала бенкет дякую музикантам які виконали всі побажання молодят також хочу відзначити кухню з неймовірно смачними стравами мангал на дошка окреме задоволення гості також в захваті від кухні все було дуже смачно в майбутньому звернемося ще в ресторан на проведення хрестин
Ci9DQUlRQUNvZENodHljRjlvT2xGdGFuSTVPR1JwVVVWQmQxUlRXa2hhWmpGemVtYxAB,Айда – ресторан близькосхідної кухні,Приємне враження.,5,2026-02-01T16:41:30,17,2,приємне враження
Ci9DQUlRQUNvZENodHljRjlvT2xZMk1tRndWR1J6UmtzeVlUQjRXVXhWY0VWTGJsRRAB,BUREK / БУРЕК – чебуреки та пиво у Львові,"Тут пропонують різноманітні чебуреки – класичні, з м’ясом, сиром чи овочами – усі вони приготовані зі свіжого тіста та соковитої начинки. Чебуреки подають гарячими, апетитними, з хрусткою скоринкою і чудово доповнюють великий вибір пива. Кафе має невимушену, дружню атмосферу, що робить його чудовим варіантом для вечірньої зустрічі з друзями або перекусу після роботи. Персонал привітний та уважний, обслуговування швидке, що особливо приємно, коли хочеться швидкої і смачної їжі без довгого очікування. Ціни доступні, а співвідношення «ціна‑якість» приємно дивує.",5,2026-01-09T10:08:33,565,78,тут пропонують різноманітні чебуреки класичні з м’ясом сиром чи овочами усі вони приготовані зі свіжого тіста та соковитої начинки чебуреки подають гарячими апетитними з хрусткою скоринкою і чудово доповнюють великий вибір пива кафе має невимушену дружню атмосферу що робить його чудовим варіантом для вечірньої зустрічі з друзями або перекусу після роботи персонал привітний та уважний обслуговування швидке що особливо приємно коли хочеться швидкої і смачної їжі без довгого очікування ціни доступні а співвідношення ціна якість приємно дивує
Ci9DQUlRQUNvZENodHljRjlvT2xVNFJVMTBXazkwVVV4SmFIQmpjWEZmV0RKdFNFRRAB,Корки та крихти,"Приватна комфортна гавань щоб завершити вечір з коханою людиною. Жива музика по п’ятницях, саксофон ненав’язливо створює романтичний і розслаблюючий фон. Їжа смачна і не надмірна, вино до речі. Сподобалось. Коктейлі не куштували.",5,2026-02-06T19:02:44,229,32,приватна комфортна гавань щоб завершити вечір з коханою людиною жива музика по п’ятницях саксофон ненав’язливо створює романтичний і розслаблюючий фон їжа смачна і не надмірна вино до речі сподобалось коктейлі не куштували
Ci9DQUlRQUNvZENodHljRjlvT210aVkwNDFkV0pMU2xSMFpXdFJlR1JhYUVKb2MyYxAB,Avocado Organic Food,"Бронювала столик на перед на 6 осіб, коли прийшли цей стіл явно був не на 6 осіб, а на 4, тобто ми шестеро сиділи всі дуже впритул, в цей день було дуже багато бенкетів, я тоді не розумію чому мені не повідомили що місця немає, також в цей день не було світла, і з їжі теж не все могли приготувати, салати і закуски холодні, чому це ніхто не попереджає на перед, навіть якщо б ми знали це за год до того як мали прийти, то б пішли просто в інший заклад, стаканів на колу теж вони не мали, бо не було чистих, в гардеробі теж не було вільного місця, на бідну жіночку дехто сварився, хоть її вини не було, дуже дивно що ви не вмієте розрахувати скільки людей ви можете прийняти, враження залишилися не дуже.",1,2026-02-09T11:43:02,704,135,бронювала столик на перед на 6 осіб коли прийшли цей стіл явно був не на 6 осіб а на 4 тобто ми шестеро сиділи всі дуже впритул в цей день було дуже багато бенкетів я тоді не розумію чому мені не повідомили що місця немає також в цей день не було світла і з їжі теж не все могли приготувати салати і закуски холодні чому це ніхто не попереджає на перед навіть якщо б ми знали це за год до того як мали прийти то б пішли просто в інший заклад стаканів на колу теж вони не мали бо не було чистих в гардеробі теж не було вільного місця на бідну жіночку дехто сварився хоть її вини не було дуже дивно що ви не вмієте розрахувати скільки людей ви можете прийняти враження залишилися не дуже
ChZDSUhNMG9nS0VNU2w3SVRta2Z1Q05BEAE,Піцерія IQ Pizza,"Піца смачна , але сервіс поганий і повільний , сказали чекати 20 хвилин а чекали 50 хвилин хоча людей не було . А коли до кінця зміни лишалось 40 хвилин відмовились робити 1 велику піцу і поставили умову якщо ми замовимо від 500 гривень тоді вони зроблять замовлення",2,2025-05-27T13:07:33,266,48,піца смачна але сервіс поганий і повільний сказали чекати 20 хвилин а чекали 50 хвилин хоча людей не було а коли до кінця зміни лишалось 40 хвилин відмовились робити 1 велику піцу і поставили умову якщо ми замовимо від 500 гривень тоді вони зроблять замовлення
Ci9DQUlRQUNvZENodHljRjlvT2s0ek5qQnZVMVJWWHpKaGEweHNiRGt4Wm5VelpIYxAB,Ахалі,"Рекомендуююю… смачна кухня, затишна атмосфера, приємні офіціантки, у нас була дуже дбайлива Іванка, завжди усміхнена і приємна. Хінкалі з вишнею просто їжа Богів… Смачні сезонні хачапурі з лисичками 🤩🤩🤩 зірка сезону… Є дуже цікаві пропозиції на святкування Дня народження чи будь яку забаву, чи просто по сидіти з друзями. А безлімітні коктейлі, це взагалі топчик…",5,2025-11-23T18:38:26,364,55,рекомендуююю смачна кухня затишна атмосфера приємні офіціантки у нас була дуже дбайлива іванка завжди усміхнена і приємна хінкалі з вишнею просто їжа богів смачні сезонні хачапурі з лисичками зірка сезону є дуже цікаві пропозиції на святкування дня народження чи будь яку забаву чи просто по сидіти з друзями а безлімітні коктейлі це взагалі топчик
Ci9DQUlRQUNvZENodHljRjlvT25aTVYwczBZVXBYY1VOUmJVRlRabWhvY2tScGJWRRAB,Галицький Кебаб,"Не сподобалось, що немає прямого робочого номера телефона. Наше замовлення передали на кебабну..готувалось більше години.при тому що то самовивіз. Як колишній працівник іншої кебебної можу сказати,що за цей час можна приготувати 12 кебабів, 6 бургерів і 3 фрі, спакувати і віддати кар’єру. Через затримку зробили знижку. Дякую. Але хотілося б отримати замовлення швидше.",3,2026-01-18T16:12:21,370,53,не сподобалось що немає прямого робочого номера телефона наше замовлення передали на кебабну готувалось більше години при тому що то самовивіз як колишній працівник іншої кебебної можу сказати що за цей час можна приготувати 12 кебабів 6 бургерів і 3 фрі спакувати і віддати кар’єру через затримку зробили знижку дякую але хотілося б отримати замовлення швидше
Ci9DQUlRQUNvZENodHljRjlvT2kxQ01tdGxhM0o2U1hReVRqWm5aVkJIYlZaV1RWRRAB,Селям,"Це прекрасний заклад! Моя улюблена страва це яйця Тель-Авів. Вперше спробував яйце у фалафельчику) це пздц як смачно) завжди приємний персонал! Дуже добре знають меню) були тут на сніданку 6 разів , фільтр кава завжди добра ! Приємна та цікава музика, часто шазамлю для себе щось нове) загалом це дуже добре місце.рекомендую !",5,2026-02-22T09:23:05,326,53,це прекрасний заклад моя улюблена страва це яйця тель авів вперше спробував яйце у фалафельчику це пздц як смачно завжди приємний персонал дуже добре знають меню були тут на сніданку 6 разів фільтр кава завжди добра приємна та цікава музика часто шазамлю для себе щось нове загалом це дуже добре місце рекомендую
ChZDSUhNMG9nS0VJQ0FnSUNhb3B5UmZ3EAE,Старгород,"Супер место для проведения вечера в компании, вкусное меню, красивый интерьер, интересная программа вечера",5,2021-07-26T20:00:42,106,14,супер место для проведения вечера в компании вкусное меню красивый интерьер интересная программа вечера
Ci9DQUlRQUNvZENodHljRjlvT2t0V2MxSkZNM3A2ZUVwemVsUmxlbWswVVdGQk5uYxAB,Хінкальня на Кривій Липі,"Обожнюю салат з печінкою, персонал булки приємні) розлила пиво - замінили ще й прибрали, любов",5,2026-02-10T18:20:11,94,15,обожнюю салат з печінкою персонал булки приємні розлила пиво замінили ще й прибрали любов
Ci9DQUlRQUNvZENodHljRjlvT21kWFMyUlhaemhhZFhKNlRtZHlMVXhaY0dnMFQxRRAB,LA П'ЄЦ - доставка їжі,"Брешуть про час доставки замовлення, адмін взагалі не передзвонює, шукають відмазки наскільки можуть, сервіс дно)",1,2026-01-07T13:07:08,113,15,брешуть про час доставки замовлення адмін взагалі не передзвонює шукають відмазки наскільки можуть сервіс дно
Ci9DQUlRQUNvZENodHljRjlvT2xObVlUUlNNRWxOV0UxWldraGlZMU54U0VWTmNWRRAB,Lviv Croissants,"Дуже приємний колектив ,завжди допоможуть у виборі ,якщо Ви вагаєтесь так само у і я 😁☺️ І досить смачно 🤤 Люблю робити у цьому закладі перекус ) Ви найкращі ❤️",5,2026-01-31T16:05:19,160,30,дуже приємний колектив завжди допоможуть у виборі якщо ви вагаєтесь так само у і я і досить смачно люблю робити у цьому закладі перекус ви найкращі
Ci9DQUlRQUNvZENodHljRjlvT2psc1FtTnpNM3BtV1RKM2IzRjRkV05ZVTFGZk4zYxAB,"Кафе-вітальня ""Папі""","Дуже смачно, дуже затишно і чудовий плейлист!",5,2026-02-12T10:13:39,45,7,дуже смачно дуже затишно і чудовий плейлист
Ci9DQUlRQUNvZENodHljRjlvT21ab2MyZ3daV05OUnpBeFUyeFRVM0EzVTJGaFptYxAB,Porcomarco,"Це було вау ! От коли вам скажуть що можна очікувати від чаю, це ж звичайний чай, то я Вам скажу тут навіть чай неймовірний 😍 Шеф сам готує цю неймовірну смакоту☺️ Шеф обов’язково здивує своїм компліментом 😍",5,2026-01-10T12:28:55,207,38,це було вау от коли вам скажуть що можна очікувати від чаю це ж звичайний чай то я вам скажу тут навіть чай неймовірний шеф сам готує цю неймовірну смакоту шеф обов’язково здивує своїм компліментом
ChdDSUhNMG9nS0VJQ0FnSURwbDRENjZRRRAB,Ресторан Нота Бене,Даже смачно і ввічливі офіціанти,5,2023-08-30T18:30:17,32,5,даже смачно і ввічливі офіціанти
Ci9DQUlRQUNvZENodHljRjlvT2xrd1JFZFdkVGhFTVVwZk4xVnFZbXhJUTJseFowRRAB,Третє Місце,"Не місце, а суцільний кайф",5,2025-09-18T14:05:35,26,5,не місце а суцільний кайф
ChdDSUhNMG9nS0VJQ0FnSUM1N0wzRHJnRRAB,Кабінет,"Неймовірно красивий та атмосферний заклад 😍 Гарне обслуговування, та дуже смачні десерти 👌🏻",5,2023-10-11T17:56:44,91,13,неймовірно красивий та атмосферний заклад гарне обслуговування та дуже смачні десерти
Ci9DQUlRQUNvZENodHljRjlvT2xFM2JXTXRXRmhuU1RsbFEwMWhUbU5mVUhOVVQxRRAB,"Фудхол ""Сільпо Resto""",Все було смачно,5,2026-02-11T17:11:33,15,3,все було смачно
ChdDSUhNMG9nS0VJQ0FnSUR2c0pDU3ZnRRAB,Файні Льоди,Дуже смачне морозиво 😋,5,2024-12-16T21:30:16,22,4,дуже смачне морозиво
Ci9DQUlRQUNvZENodHljRjlvT21ZelRYQnRPRFV4VFZSNFRIUnJWa281Y0VRdGQyYxAB,YOKI Restaurant,"Все як в елітному закладі, дякую за чудовий настрій та смачну кухню)",5,2026-01-15T17:47:45,68,12,все як в елітному закладі дякую за чудовий настрій та смачну кухню
ChdDSUhNMG9nS0VJQ0FnSUR4dXVyaGxnRRAB,Food Avto,"Дуже смачно сочно і по вигідних цінах, но найбільше сподобалось як відносяться до клієнтів, наївся як за обід так і за вечерю .",5,2023-06-06T16:07:15,127,23,дуже смачно сочно і по вигідних цінах но найбільше сподобалось як відносяться до клієнтів наївся як за обід так і за вечерю
